row_id,gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,MonthlyCharges,Churn,Contract_Month-to-month,Contract_One year,Contract_Two year
3576,1,1,0,65,1,1,0,99,0,0,1,0
3577,1,0,1,65,1,0,0,72,1,0,1,0
3578,0,0,0,64,1,0,0,24,0,1,0,0
3579,1,0,0,38,1,1,1,71,0,1,0,0
3580,0,0,0,56,1,0,0,110,0,1,0,0
3581,0,0,1,72,1,0,0,20,0,0,0,1
3582,0,0,1,9,1,0,1,69,0,1,0,0
3583,0,0,0,38,1,0,0,20,0,0,1,0
3584,1,0,1,44,1,0,1,55,0,1,0,0
3585,1,0,0,71,1,0,1,80,0,0,1,0
3586,0,0,0,57,1,0,0,100,0,1,0,0
3587,0,0,0,43,0,1,1,49,1,1,0,0
3588,0,0,0,17,1,1,0,20,0,1,0,0
3589,1,0,0,7,1,1,0,87,1,1,0,0
3590,0,0,0,2,1,0,0,80,1,0,1,0
3591,1,0,0,50,1,0,1,25,0,1,0,0
3592,0,0,0,72,1,0,0,83,0,1,0,0
3593,0,0,1,13,1,0,1,89,0,1,0,0
3594,1,0,0,19,1,0,0,70,0,1,0,0
3595,1,0,1,30,1,0,1,21,0,1,0,0
3596,0,0,0,58,1,0,0,106,1,1,0,0
3597,1,0,1,7,1,0,1,21,0,1,0,0
3598,1,0,1,55,1,0,0,20,0,1,0,0
3599,1,0,1,15,1,1,0,20,0,1,0,0
3600,1,0,1,68,1,1,1,89,0,1,0,0
3601,0,0,0,54,1,0,0,100,1,1,0,0
3602,0,0,0,25,0,1,0,48,0,1,0,0
3603,0,0,0,1,1,0,0,84,1,1,0,0
3604,1,0,0,72,1,0,0,21,0,1,0,0
3605,1,0,0,63,1,0,0,72,0,1,0,0
3606,1,0,1,42,1,1,1,20,0,0,1,0
3607,1,1,0,37,0,0,0,37,0,0,1,0
3608,0,0,0,4,1,1,1,20,1,1,0,0
3609,1,0,0,13,1,1,1,19,0,0,1,0
3610,0,0,0,3,1,1,1,21,0,1,0,0
3611,0,0,0,1,1,0,1,51,1,0,0,1
3612,0,0,0,68,1,1,1,90,0,1,0,0
3613,1,0,0,10,1,0,0,60,0,0,1,0
3614,1,0,1,62,1,0,0,81,0,0,0,1
3615,1,0,0,49,1,1,1,20,0,1,0,0
3616,1,0,1,46,1,0,1,20,0,0,1,0
3617,1,0,0,52,0,0,0,64,0,1,0,0
3618,0,0,1,26,1,1,0,82,0,1,0,0
3619,0,0,1,8,1,0,0,20,0,0,0,1
3620,0,0,0,2,1,0,0,76,1,1,0,0
3621,0,0,1,69,1,0,0,20,0,1,0,0
3622,0,0,0,4,0,1,0,29,0,0,0,1
3623,1,0,0,11,1,0,1,76,0,1,0,0
3624,1,1,0,9,1,1,1,49,0,1,0,0
3625,0,0,0,29,1,0,0,69,1,0,0,1
3626,1,1,1,60,1,0,0,93,0,1,0,0
3627,1,1,0,27,0,0,0,31,1,0,1,0
3628,1,0,1,57,1,0,0,20,0,1,0,0
3629,0,0,1,1,1,1,0,74,1,0,0,1
3630,0,0,0,1,1,0,0,92,1,1,0,0
3631,0,0,0,37,1,0,0,20,0,1,0,0
3632,1,1,1,72,0,1,1,65,0,1,0,0
3633,0,0,1,31,1,0,1,91,1,1,0,0
3634,0,0,0,52,1,1,1,59,0,0,0,1
3635,0,1,0,48,1,1,0,59,0,0,0,1
3636,0,0,0,22,1,0,0,89,1,1,0,0
3637,0,0,0,13,1,0,0,75,1,1,0,0
3638,1,0,0,6,1,0,0,80,0,1,0,0
3639,0,0,0,7,1,1,1,54,0,0,1,0
3640,0,0,1,71,1,1,1,109,0,1,0,0
3641,1,0,1,3,1,0,0,70,1,0,0,1
3642,1,0,1,48,1,1,1,64,0,1,0,0
3643,1,0,1,9,1,0,0,55,0,0,1,0
3644,1,1,0,7,1,1,0,74,1,0,0,1
3645,0,0,1,18,0,0,0,35,1,1,0,0
3646,1,1,0,11,1,0,1,60,0,0,1,0
3647,0,0,0,9,1,0,1,85,0,1,0,0
3648,1,1,0,10,1,1,1,79,1,0,1,0
3649,1,0,0,1,1,1,0,20,0,0,0,1
3650,0,1,0,26,1,1,0,85,1,0,0,1
3651,1,0,0,7,1,0,0,44,0,0,0,1
3652,0,0,0,46,1,0,0,104,0,1,0,0
3653,1,0,1,27,1,0,0,26,0,0,0,1
3654,1,0,0,1,1,0,1,70,1,1,0,0
3655,0,1,0,40,0,0,0,56,1,1,0,0
3656,1,0,1,49,1,0,0,75,1,0,0,1
3657,1,0,0,68,1,1,0,108,1,0,0,1
3658,0,0,1,18,1,0,0,58,0,1,0,0
3659,0,1,0,28,1,1,1,106,1,0,1,0
3660,0,0,0,72,1,0,0,101,0,0,1,0
3661,0,0,0,62,1,0,1,85,0,0,1,0
3662,0,0,1,34,1,0,0,25,0,1,0,0
3663,0,0,0,46,1,0,1,56,0,1,0,0
3664,1,0,0,31,1,0,0,82,0,1,0,0
3665,1,0,0,27,1,1,1,100,0,0,0,1
3666,1,0,1,30,1,1,1,54,0,1,0,0
3667,1,0,1,11,1,0,1,86,0,0,0,1
3668,0,1,0,46,1,0,0,110,1,0,1,0
3669,0,0,0,44,1,1,1,50,0,1,0,0
3670,0,0,0,42,1,1,0,68,0,1,0,0
3671,1,0,0,18,1,1,1,50,1,1,0,0
3672,0,0,0,50,1,1,0,19,0,0,1,0
3673,0,0,1,7,1,1,1,51,0,1,0,0
3674,0,0,1,66,1,0,0,90,0,1,0,0
3675,0,0,1,26,0,0,0,46,0,1,0,0
3676,1,0,0,1,1,0,0,69,1,0,1,0
3677,1,0,0,67,1,0,0,93,0,1,0,0
3678,0,0,0,26,1,1,0,100,0,1,0,0
3679,0,0,0,52,1,0,0,95,0,1,0,0
3680,0,0,1,12,1,0,0,77,0,1,0,0
3681,1,1,0,10,1,1,1,73,1,1,0,0
3682,0,0,0,1,1,0,1,44,0,1,0,0
3683,0,1,0,47,1,0,0,67,0,0,0,1
3684,1,0,0,57,1,1,1,90,0,1,0,0
3685,0,0,0,1,1,0,0,71,1,0,1,0
3686,1,1,0,72,1,1,1,114,0,1,0,0
3687,0,1,0,45,0,0,1,34,0,0,1,0
3688,0,0,0,38,1,1,1,20,0,1,0,0
3689,1,0,1,1,1,0,1,90,0,1,0,0
3690,1,0,1,17,1,0,0,81,0,1,0,0
3691,0,0,1,59,1,1,0,76,0,0,1,0
3692,1,0,0,15,1,1,0,101,1,1,0,0
3693,1,0,0,32,1,1,0,73,0,0,1,0
3694,1,0,0,43,1,1,1,20,0,0,0,1
3695,1,1,0,71,1,1,1,25,0,1,0,0
3696,0,0,0,54,1,0,0,115,0,1,0,0
3697,0,0,0,5,1,1,1,81,1,1,0,0
3698,0,0,1,14,1,1,1,20,0,1,0,0
3699,0,0,1,62,1,0,0,100,1,0,1,0
3700,0,1,1,72,1,0,0,90,0,1,0,0
3701,1,0,0,42,1,1,0,108,0,0,0,1
3702,0,0,0,2,1,1,1,70,0,1,0,0
3703,0,1,0,72,1,0,0,26,0,0,1,0
3704,0,0,1,30,1,1,0,25,0,0,1,0
3705,1,0,0,40,1,1,0,97,1,0,0,1
3706,0,0,1,25,0,1,1,35,0,1,0,0
3707,1,0,0,65,1,0,0,67,0,0,0,1
3708,0,0,0,14,1,0,0,20,0,0,0,1
3709,0,0,1,35,1,1,0,20,0,1,0,0
3710,0,0,0,30,1,0,0,70,0,0,1,0
3711,0,0,1,30,1,1,0,86,0,0,1,0
3712,1,0,0,64,1,0,0,100,0,0,1,0
3713,1,0,1,71,1,0,1,90,0,1,0,0
3714,1,0,0,3,0,0,0,37,1,0,0,1
3715,1,0,0,8,1,0,1,75,0,1,0,0
3716,1,0,0,13,1,1,1,99,1,1,0,0
3717,0,0,0,48,1,0,0,25,0,1,0,0
3718,1,0,0,26,1,1,1,85,0,1,0,0
3719,0,0,0,36,1,0,0,76,0,0,1,0
3720,0,0,1,50,1,0,0,70,0,1,0,0
3721,1,0,0,49,1,0,0,55,0,1,0,0
3722,1,1,0,43,1,0,0,101,0,0,1,0
3723,1,0,1,8,1,0,0,19,0,1,0,0
3724,0,0,1,2,1,1,0,61,0,0,1,0
3725,1,0,1,53,1,0,1,86,0,1,0,0
3726,0,0,0,64,1,1,1,97,0,1,0,0
3727,1,0,0,17,1,1,1,56,0,1,0,0
3728,1,0,0,53,1,1,0,20,0,0,1,0
3729,1,0,0,1,1,0,0,51,0,0,0,1
3730,0,0,1,48,1,1,1,100,0,1,0,0
3731,0,0,1,8,0,0,1,38,0,1,0,0
3732,0,0,1,10,1,1,0,91,0,0,0,1
3733,1,0,0,40,1,0,0,81,0,0,0,1
3734,0,0,1,32,1,1,1,74,0,0,0,1
3735,1,1,0,41,1,1,1,95,0,1,0,0
3736,0,0,0,25,1,0,0,100,1,0,1,0
3737,1,0,1,22,1,1,0,89,0,1,0,0
3738,0,0,0,72,1,0,0,25,0,1,0,0
3739,1,0,0,24,1,1,0,25,0,0,1,0
3740,1,0,0,24,1,0,1,60,0,1,0,0
3741,0,1,0,64,1,1,1,75,0,0,0,1
3742,1,0,0,3,1,1,1,108,0,1,0,0
3743,1,0,0,1,1,0,0,50,0,1,0,0
3744,1,1,0,63,1,0,1,109,0,0,1,0
3745,0,0,1,13,1,0,1,53,0,1,0,0
3746,1,0,0,20,0,0,1,55,0,1,0,0
3747,0,0,1,54,1,1,0,86,0,1,0,0
3748,0,0,1,38,1,0,0,20,0,0,0,1
3749,1,1,0,1,1,1,1,70,1,1,0,0
3750,1,0,0,67,0,0,0,44,0,0,1,0
3751,1,0,0,55,1,1,1,97,1,1,0,0
3752,1,0,1,53,1,0,0,64,0,0,0,1
3753,0,0,1,29,1,0,0,26,0,1,0,0
3754,0,0,0,14,1,0,0,56,0,1,0,0
3755,0,0,0,48,1,1,1,60,1,1,0,0
3756,0,0,0,48,1,0,0,70,0,1,0,0
3757,1,0,1,1,1,0,0,60,0,0,0,1
3758,1,0,1,44,1,0,0,25,0,1,0,0
3759,1,0,1,45,1,1,1,96,0,1,0,0
3760,0,0,0,56,1,0,1,74,1,1,0,0
3761,1,0,0,14,0,1,0,31,0,0,0,1
3762,1,0,0,2,1,1,0,71,0,1,0,0
3763,1,1,0,36,1,0,1,54,0,1,0,0
3764,0,0,0,5,0,1,0,40,1,0,1,0
3765,0,0,1,69,1,1,0,61,0,1,0,0
3766,1,0,1,62,1,0,0,108,0,1,0,0
3767,0,0,0,1,1,1,1,20,0,0,0,1
3768,0,0,0,34,1,1,1,65,0,1,0,0
3769,1,0,0,16,1,1,0,81,0,1,0,0
3770,0,0,1,14,1,0,0,19,0,0,0,1
3771,1,0,1,49,1,0,1,98,0,1,0,0
3772,1,0,0,2,1,0,1,80,1,1,0,0
3773,1,0,1,26,1,0,0,19,0,1,0,0
3774,1,0,0,22,1,1,0,96,0,0,1,0
3775,1,0,1,33,1,1,1,74,1,1,0,0
3776,1,0,1,4,1,0,0,20,0,0,1,0
3777,1,0,0,19,1,0,0,20,0,0,0,1
3778,1,0,1,57,1,1,0,90,0,1,0,0
3779,1,0,0,51,1,1,0,86,0,0,0,1
3780,1,0,0,1,1,0,0,44,1,0,0,1
3781,1,0,0,3,1,0,0,90,0,0,1,0
3782,1,0,1,1,1,1,1,20,0,1,0,0
3783,0,0,0,15,0,1,1,46,0,1,0,0
3784,1,0,0,52,1,1,1,80,0,1,0,0
3785,1,0,0,56,1,1,1,100,1,1,0,0
3786,1,0,0,3,1,1,1,77,1,1,0,0
3787,0,0,0,26,0,0,1,35,0,1,0,0
3788,0,0,0,68,1,0,1,111,0,0,0,1
3789,0,0,0,4,1,0,0,51,0,1,0,0
3790,1,0,1,72,1,0,0,26,0,0,1,0
3791,0,0,0,40,1,0,1,106,0,1,0,0
3792,1,1,1,66,1,0,1,100,1,1,0,0
3793,1,0,1,1,1,0,0,20,0,1,0,0
3794,0,1,0,19,1,0,0,105,0,1,0,0
3795,1,0,0,42,1,0,1,20,0,1,0,0
3796,1,0,1,34,1,1,0,98,0,1,0,0
3797,0,0,0,1,1,1,0,81,1,0,1,0
3798,1,0,1,72,1,1,1,89,0,1,0,0
3799,0,0,0,51,1,1,0,20,0,1,0,0
3800,0,1,0,55,1,1,1,85,1,0,0,1
3801,0,0,1,66,1,1,1,102,1,1,0,0
3802,0,1,0,30,1,0,0,90,0,1,0,0
3803,1,1,0,34,1,1,1,90,0,0,0,1
3804,0,0,0,55,1,1,1,78,1,1,0,0
3805,0,0,0,54,1,0,1,95,0,1,0,0
3806,1,0,0,57,0,0,1,39,1,1,0,0
3807,1,0,1,11,1,1,1,74,1,1,0,0
3808,1,0,0,2,1,0,0,20,0,1,0,0
3809,1,1,0,4,1,0,0,69,0,0,1,0
3810,0,0,1,72,1,0,0,91,0,1,0,0
3811,1,0,0,48,1,0,0,20,0,1,0,0
3812,1,0,0,26,1,0,0,21,0,0,1,0
3813,0,0,1,15,1,1,1,20,0,0,0,1
3814,0,0,0,15,1,1,0,83,0,0,0,1
3815,1,0,0,64,1,1,1,102,0,1,0,0
3816,0,0,0,71,1,1,0,111,0,0,0,1
3817,1,0,0,63,1,0,0,69,0,0,0,1
3818,1,0,0,1,1,1,1,20,0,0,0,1
3819,0,0,1,64,1,0,0,104,0,0,1,0
3820,1,0,0,45,1,1,1,76,0,1,0,0
3821,0,0,0,4,1,1,1,20,0,1,0,0
3822,0,0,0,31,1,1,1,90,1,1,0,0
3823,1,0,0,68,1,1,0,110,1,0,0,1
3824,1,0,0,25,1,0,0,82,0,1,0,0
3825,1,0,1,72,1,0,0,25,0,0,0,1
3826,0,0,0,36,1,1,0,56,0,0,0,1
3827,1,0,0,1,1,0,0,44,0,0,1,0
3828,1,0,1,0,1,0,0,25,0,0,0,1
3829,0,0,0,25,1,1,1,20,0,1,0,0
3830,0,0,0,8,1,1,1,19,0,1,0,0
3831,0,0,1,37,1,1,1,75,0,0,1,0
3832,1,1,0,4,1,1,0,95,0,0,1,0
3833,0,0,1,28,1,1,0,83,0,1,0,0
3834,0,0,0,37,0,0,0,45,0,0,1,0
3835,1,0,0,8,1,0,0,20,0,0,1,0
3836,1,0,1,1,1,1,0,49,0,0,1,0
3837,0,0,1,25,1,0,1,20,0,0,1,0
3838,1,0,0,26,1,1,1,98,1,1,0,0
3839,0,1,0,9,1,0,0,81,1,1,0,0
3840,0,0,1,21,1,1,0,103,1,0,0,1
3841,1,1,0,19,1,1,1,80,1,1,0,0
3842,1,0,0,18,0,1,1,34,0,1,0,0
3843,1,0,0,32,1,0,1,108,1,1,0,0
3844,1,1,0,23,0,1,0,35,0,0,1,0
3845,0,0,1,55,1,0,1,75,0,1,0,0
3846,1,0,0,43,1,0,0,26,0,1,0,0
3847,1,1,0,2,1,0,0,45,1,1,0,0
3848,0,0,0,5,1,0,0,83,0,1,0,0
3849,1,0,1,14,1,1,1,61,0,0,0,1
3850,1,0,0,4,1,0,0,61,0,0,0,1
3851,1,0,0,4,1,0,0,45,0,0,0,1
3852,0,0,0,12,1,0,0,20,0,1,0,0
3853,0,0,0,68,1,1,1,86,0,1,0,0
3854,1,0,0,10,1,1,1,86,1,1,0,0
3855,0,0,0,53,1,0,0,95,1,1,0,0
3856,0,0,0,66,1,1,1,89,0,1,0,0
3857,1,0,0,27,1,0,0,19,0,1,0,0
3858,0,1,1,34,1,0,0,80,1,0,1,0
3859,0,1,0,11,1,1,1,85,1,0,1,0
3860,0,0,0,64,1,0,0,26,0,1,0,0
3861,0,0,0,13,1,0,1,82,0,0,0,1
3862,1,0,1,3,1,1,0,20,0,0,0,1
3863,1,0,0,24,1,1,1,90,0,1,0,0
3864,0,0,0,69,1,1,1,61,0,1,0,0
3865,0,0,1,20,1,1,0,96,0,1,0,0
3866,0,0,0,48,0,1,0,45,0,0,0,1
3867,1,0,0,13,0,0,0,54,1,0,0,1
3868,1,1,0,5,1,0,1,86,0,1,0,0
3869,0,0,1,5,1,1,1,70,0,0,1,0
3870,1,1,0,1,1,0,0,74,0,0,1,0
3871,1,0,1,30,1,1,1,94,1,1,0,0
3872,1,0,0,13,1,0,1,101,0,1,0,0
3873,0,0,0,61,1,0,0,94,0,0,0,1
3874,0,0,0,4,1,0,0,20,0,1,0,0
3875,0,0,1,10,1,1,1,55,1,0,1,0
3876,0,0,0,40,1,1,1,64,0,1,0,0
3877,1,0,0,43,1,0,0,66,0,0,1,0
3878,0,0,0,1,0,1,1,30,0,0,0,1
3879,1,0,0,9,1,0,0,70,0,1,0,0
3880,0,1,0,1,1,1,0,70,1,0,1,0
3881,0,0,0,19,1,1,0,20,0,0,0,1
3882,0,0,0,9,1,0,0,75,0,1,0,0
3883,1,0,0,9,1,1,1,81,0,1,0,0
3884,1,0,1,18,1,1,1,20,0,1,0,0
3885,0,0,0,67,1,1,1,106,0,1,0,0
3886,0,0,0,13,1,1,1,44,0,0,1,0
3887,1,0,0,5,1,0,1,70,1,1,0,0
3888,1,1,0,33,1,0,1,110,0,1,0,0
3889,0,0,0,62,1,0,0,65,0,0,1,0
3890,1,0,0,72,1,1,1,101,0,0,1,0
3891,1,0,0,8,1,1,0,84,1,0,1,0
3892,0,1,0,1,1,0,0,46,1,1,0,0
3893,0,0,0,44,1,0,0,95,0,1,0,0
3894,1,0,0,17,1,1,1,97,0,0,0,1
3895,0,0,1,30,1,1,0,100,1,0,0,1
3896,1,0,1,69,1,0,0,26,0,0,1,0
3897,0,0,0,23,1,1,1,50,0,0,0,1
3898,0,0,0,2,1,1,0,86,1,0,1,0
3899,0,1,0,3,1,1,1,45,1,1,0,0
3900,0,0,0,30,1,0,0,75,0,0,1,0
3901,1,0,0,1,1,1,1,44,0,0,0,1
3902,0,1,0,8,1,0,0,100,0,1,0,0
3903,1,1,0,59,1,0,1,83,0,1,0,0
3904,0,1,0,7,1,0,0,51,0,1,0,0
3905,0,0,1,37,1,0,0,95,0,1,0,0
3906,1,0,1,49,1,0,1,109,0,1,0,0
3907,0,0,0,26,1,0,1,82,0,1,0,0
3908,0,0,0,1,1,1,1,80,1,0,0,1
3909,0,0,0,62,1,0,0,114,0,0,0,1
3910,0,0,0,17,1,1,1,20,0,1,0,0
3911,1,0,0,36,1,0,0,95,0,1,0,0
3912,1,0,1,32,1,1,1,20,0,0,0,1
3913,1,0,0,2,1,1,0,20,0,0,0,1
3914,0,0,1,30,1,0,0,19,0,0,1,0
3915,1,0,0,21,1,0,1,106,1,0,1,0
3916,1,0,0,66,1,0,1,106,1,1,0,0
3917,1,0,0,32,1,0,1,80,1,1,0,0
3918,0,1,0,3,1,0,1,80,1,1,0,0
3919,0,0,1,69,1,1,1,20,0,1,0,0
3920,1,0,0,10,1,1,1,110,1,0,0,1
3921,0,1,0,1,1,1,0,69,1,1,0,0
3922,1,0,0,69,1,1,1,91,0,1,0,0
3923,0,1,0,4,1,0,1,94,1,1,0,0
3924,1,0,1,66,1,1,1,63,0,0,1,0
3925,0,0,0,35,0,1,0,24,0,0,1,0
3926,1,0,0,22,1,0,0,105,0,1,0,0
3927,0,0,1,55,1,0,0,19,0,1,0,0
3928,1,0,0,9,1,0,1,81,1,1,0,0
3929,0,0,0,55,1,0,0,90,0,0,1,0
3930,0,0,0,36,1,1,1,106,0,0,1,0
3931,1,1,0,27,1,0,0,81,1,1,0,0
3932,0,0,1,67,1,1,1,107,0,1,0,0
3933,0,1,0,54,1,0,0,102,1,1,0,0
3934,1,0,0,62,0,0,0,39,0,0,1,0
3935,1,0,1,56,0,0,0,52,0,0,0,1
3936,0,0,0,34,1,0,0,110,1,1,0,0
3937,0,0,1,33,1,0,0,86,1,1,0,0
3938,0,0,0,5,1,0,0,94,1,1,0,0
3939,0,0,0,16,1,0,1,20,0,1,0,0
3940,1,0,0,34,1,0,0,89,0,1,0,0
3941,0,1,0,58,1,0,0,106,1,1,0,0
3942,0,1,0,66,1,0,0,71,0,1,0,0
3943,1,0,0,37,1,0,0,20,0,1,0,0
3944,0,0,1,6,1,0,0,46,0,0,1,0
3945,1,0,0,65,1,0,0,74,0,1,0,0
3946,1,0,0,51,1,0,0,20,0,1,0,0
3947,1,0,0,2,1,0,0,45,1,1,0,0
3948,1,0,0,18,1,0,1,68,0,0,1,0
3949,0,0,0,51,1,1,0,60,0,1,0,0
3950,0,0,0,9,1,1,1,20,0,1,0,0
3951,1,0,0,15,1,1,0,100,0,0,0,1
3952,1,0,1,72,1,1,1,106,0,0,0,1
3953,1,0,1,12,1,0,1,19,0,1,0,0
3954,1,0,0,60,0,1,1,40,0,1,0,0
3955,0,0,0,32,1,0,0,19,0,1,0,0
3956,1,0,0,6,1,1,1,80,1,1,0,0
3957,1,0,1,39,1,1,1,100,0,0,0,1
3958,1,0,0,2,1,1,1,75,0,1,0,0
3959,1,0,0,71,1,0,0,79,0,0,1,0
3960,0,0,0,1,1,0,0,60,1,1,0,0
3961,1,0,0,2,1,0,0,80,1,1,0,0
3962,0,0,1,72,1,1,1,110,0,1,0,0
3963,0,0,0,41,1,0,0,69,0,0,0,1
3964,1,1,0,7,1,1,1,75,0,0,0,1
3965,1,1,0,35,1,1,1,95,0,0,1,0
3966,1,0,0,31,1,1,1,80,0,0,0,1
3967,1,0,1,45,1,0,0,24,0,0,1,0
3968,1,0,0,15,1,0,0,93,1,0,0,1
3969,1,0,1,27,1,0,1,20,0,1,0,0
3970,0,1,0,31,1,0,0,91,0,0,1,0
3971,0,0,1,41,1,1,0,66,1,0,0,1
3972,1,0,0,19,1,0,0,19,0,1,0,0
3973,0,0,1,25,0,0,0,59,1,0,1,0
3974,0,0,1,15,1,1,0,105,0,0,1,0
3975,0,0,1,2,1,1,1,72,0,1,0,0
3976,1,0,0,12,1,0,0,50,1,1,0,0
3977,0,1,0,23,1,0,1,79,0,0,0,1
3978,0,0,1,22,1,0,1,20,0,1,0,0
3979,1,0,1,71,1,1,0,101,0,0,0,1
3980,0,1,1,30,1,1,1,101,0,1,0,0
3981,0,0,0,1,1,1,1,45,1,1,0,0
3982,0,0,0,20,1,1,0,19,0,0,0,1
3983,1,0,0,1,1,0,0,56,0,1,0,0
3984,0,0,1,68,1,1,0,85,0,0,0,1
3985,1,0,0,14,1,0,0,20,0,1,0,0
3986,1,0,1,2,1,1,1,20,1,0,0,1
3987,1,0,0,38,1,1,1,70,0,1,0,0
3988,1,0,0,18,1,1,0,20,0,0,1,0
3989,0,0,0,31,1,0,0,104,0,1,0,0
3990,0,0,1,71,1,0,1,64,0,1,0,0
3991,1,0,0,67,1,1,1,110,0,1,0,0
3992,1,0,0,72,1,1,0,92,0,0,0,1
3993,1,1,0,32,1,1,0,106,1,0,0,1
3994,1,0,1,4,1,1,1,81,1,0,1,0
3995,0,0,0,23,1,0,1,60,0,1,0,0
3996,0,0,1,66,1,0,0,67,0,0,0,1
3997,1,1,0,57,1,0,0,105,0,0,0,1
3998,0,0,0,36,1,0,0,90,0,1,0,0
3999,1,0,0,13,0,0,1,25,0,1,0,0
4000,0,0,0,9,1,1,1,83,1,1,0,0
4001,0,0,1,5,1,1,1,81,0,0,0,1
4002,0,0,0,67,1,1,0,86,0,0,0,1
4003,1,0,0,1,1,0,0,70,1,0,0,1
4004,1,0,0,4,1,1,0,75,1,0,0,1
4005,0,0,0,1,1,1,0,70,1,1,0,0
4006,0,0,1,31,1,0,0,20,1,0,0,1
4007,1,0,0,3,1,1,0,43,1,0,0,1
4008,0,0,1,4,1,0,0,79,0,0,1,0
4009,0,0,0,33,1,0,0,95,0,0,0,1
4010,0,0,1,58,1,0,0,25,0,1,0,0
4011,1,0,1,25,1,0,0,25,0,0,0,1
4012,1,0,0,4,1,0,0,76,1,1,0,0
4013,1,1,0,51,1,1,0,94,0,1,0,0
4014,1,0,0,19,0,1,1,25,0,1,0,0
4015,0,0,0,11,1,1,0,44,1,0,1,0
4016,0,0,0,24,1,0,0,56,0,1,0,0
4017,1,0,0,18,1,1,0,74,0,0,1,0
4018,0,0,0,4,0,0,0,24,1,0,1,0
4019,0,0,0,12,1,1,1,78,1,1,0,0
4020,1,1,0,19,1,0,0,88,1,0,0,1
4021,1,1,0,31,1,0,0,97,0,1,0,0
4022,1,1,0,61,1,0,0,64,0,1,0,0
4023,1,1,0,8,1,0,0,70,0,0,1,0
4024,0,0,1,49,1,0,0,87,0,1,0,0
4025,1,0,0,5,0,0,1,51,1,1,0,0
4026,1,0,1,35,1,1,1,73,0,0,0,1
4027,1,0,0,70,1,0,0,116,1,1,0,0
4028,1,0,0,1,1,0,1,101,1,0,0,1
4029,0,0,0,31,1,0,0,88,0,0,0,1
4030,0,1,0,13,1,0,0,74,1,1,0,0
4031,1,0,1,28,0,1,1,51,0,0,0,1
4032,1,1,0,50,1,1,1,70,0,1,0,0
4033,0,1,0,22,1,0,0,20,0,0,1,0
4034,1,0,1,36,0,0,0,61,0,1,0,0
4035,1,0,0,40,1,1,1,106,0,1,0,0
4036,1,0,1,19,1,0,0,50,0,1,0,0
4037,0,0,1,4,1,1,0,81,1,0,0,1
4038,0,0,0,35,1,0,0,86,1,0,0,1
4039,0,0,0,20,1,1,1,69,0,1,0,0
4040,1,0,0,11,1,0,0,20,0,0,1,0
4041,0,0,1,9,1,0,0,20,0,0,0,1
4042,0,0,1,71,1,0,0,99,0,1,0,0
4043,0,0,1,71,1,0,0,20,0,0,0,1
4044,0,0,0,71,1,1,0,113,0,0,0,1
4045,0,0,0,31,1,0,1,79,0,1,0,0
4046,0,1,0,1,1,1,0,70,1,1,0,0
4047,1,0,0,31,1,1,1,76,0,0,0,1
4048,0,0,0,1,1,0,0,71,1,0,0,1
4049,1,0,0,1,1,1,1,69,1,0,1,0
4050,1,0,1,67,1,1,1,80,1,1,0,0
4051,0,1,0,43,1,1,1,94,0,0,0,1
4052,1,1,0,21,1,0,0,87,0,1,0,0
4053,0,0,0,61,1,1,0,106,0,1,0,0
4054,0,0,0,72,1,0,0,25,0,1,0,0
4055,1,0,1,6,1,0,0,25,0,0,0,1
4056,0,0,1,47,1,0,0,20,0,1,0,0
4057,0,0,0,24,1,1,0,20,0,0,0,1
4058,1,0,0,39,1,1,1,81,0,1,0,0
4059,0,0,1,65,1,0,0,25,0,1,0,0
4060,0,0,0,1,1,1,0,86,1,0,0,1
4061,1,0,0,6,1,0,0,88,0,1,0,0
4062,0,1,0,56,1,0,1,101,1,1,0,0
4063,0,0,0,23,1,1,1,69,0,1,0,0
4064,1,0,0,34,1,0,0,20,0,1,0,0
4065,1,0,0,21,1,0,0,20,0,1,0,0
4066,1,0,0,62,1,1,0,69,0,0,1,0
4067,1,0,0,62,1,0,0,20,0,0,0,1
4068,0,0,0,51,1,0,0,112,0,0,1,0
4069,1,0,0,18,1,0,1,57,0,0,0,1
4070,0,0,0,34,1,1,1,74,1,1,0,0
4071,0,0,0,61,1,0,0,94,0,1,0,0
4072,1,1,0,2,1,0,1,50,0,1,0,0
4073,1,0,1,72,1,0,0,55,0,1,0,0
4074,0,0,0,53,1,1,1,110,0,1,0,0
4075,1,0,0,6,1,0,0,79,0,1,0,0
4076,0,0,0,24,1,1,1,84,0,0,0,1
4077,1,0,1,68,1,1,1,71,0,1,0,0
4078,0,0,1,47,0,0,0,60,0,0,1,0
4079,1,1,0,47,1,1,1,86,1,1,0,0
4080,0,0,1,36,1,1,0,19,0,0,0,1
4081,1,0,0,9,1,0,1,20,0,1,0,0
4082,0,0,1,61,1,1,0,101,0,0,1,0
4083,1,0,0,72,1,1,1,79,0,1,0,0
4084,0,0,1,35,1,0,1,55,0,1,0,0
4085,0,0,0,25,1,0,0,27,0,0,1,0
4086,1,1,0,35,1,1,0,101,1,0,0,1
4087,0,0,1,24,0,0,0,58,0,1,0,0
4088,1,0,0,56,1,1,1,25,1,1,0,0
4089,1,1,0,26,1,1,1,94,0,1,0,0
4090,0,0,0,72,1,0,0,80,0,1,0,0
